timestamp,load_bus,priority_level,priority_weight,demand,shed,served
2024-09-01 00:00:00,1,1,1.0,0.14942468333024456,0.09166188263182207,0.05776280069842249
2024-09-01 00:00:00,3,1,1.0,0.14942468333024456,0.0,0.14942468333024456
2024-09-01 00:00:00,4,1,1.0,0.14942468333024456,0.0,0.14942468333024456
2024-09-01 00:00:00,5,1,1.0,0.14942468333024456,0.0,0.14942468333024456
2024-09-01 00:00:00,6,2,0.5,0.09508843484651926,0.11410612181582311,-0.01901768696930385
2024-09-01 00:00:00,7,2,0.5,0.09508843484651926,0.11410612181582311,-0.01901768696930385
2024-09-01 00:00:00,8,2,0.5,0.09508843484651926,0.11410612181582311,-0.01901768696930385
2024-09-01 00:00:00,9,2,0.5,0.09508843484651926,0.11410612181582311,-0.01901768696930385
2024-09-01 00:00:00,10,3,0.2,0.06792031060465661,0.08150437272558793,-0.013584062120931314
2024-09-01 00:00:00,11,3,0.2,0.06792031060465661,0.08150437272558793,-0.013584062120931314
2024-09-01 00:00:00,12,3,0.2,0.06792031060465661,0.08150437272558793,-0.013584062120931314
2024-09-01 00:00:00,13,3,0.2,0.06792031060465661,0.08150437272558793,-0.013584062120931314
2024-09-01 00:00:00,14,3,0.2,0.06792031060465661,0.08150437272558793,-0.013584062120931314
2024-09-01 01:00:00,1,1,1.0,0.14093984639253834,0.0,0.14093984639253834
2024-09-01 01:00:00,3,1,1.0,0.14093984639253834,0.0,0.14093984639253834
2024-09-01 01:00:00,4,1,1.0,0.14093984639253834,0.0,0.14093984639253834
2024-09-01 01:00:00,5,1,1.0,0.14093984639253834,0.0,0.14093984639253834
2024-09-01 01:00:00,6,2,0.5,0.08968899315888804,0.08369809995947908,0.005990893199408959
2024-09-01 01:00:00,7,2,0.5,0.08968899315888804,0.10762679179066564,-0.017937798631777607
2024-09-01 01:00:00,8,2,0.5,0.08968899315888804,0.10762679179066564,-0.017937798631777607
2024-09-01 01:00:00,9,2,0.5,0.08968899315888804,0.10762679179066564,-0.017937798631777607
2024-09-01 01:00:00,10,3,0.2,0.06406356654206288,0.07687627985047546,-0.012812713308412577
2024-09-01 01:00:00,11,3,0.2,0.06406356654206288,0.07687627985047546,-0.012812713308412577
2024-09-01 01:00:00,12,3,0.2,0.06406356654206288,0.07687627985047546,-0.012812713308412577
2024-09-01 01:00:00,13,3,0.2,0.06406356654206288,0.07687627985047546,-0.012812713308412577
2024-09-01 01:00:00,14,3,0.2,0.06406356654206288,0.07687627985047546,-0.012812713308412577
2024-09-01 02:00:00,1,1,1.0,0.13273551120544272,0.0,0.13273551120544272
2024-09-01 02:00:00,3,1,1.0,0.13273551120544272,0.0,0.13273551120544272
2024-09-01 02:00:00,4,1,1.0,0.13273551120544272,0.0,0.13273551120544272
2024-09-01 02:00:00,5,1,1.0,0.13273551120544272,0.0,0.13273551120544272
2024-09-01 02:00:00,6,2,0.5,0.08446805258528174,0.10136166310233809,-0.016893610517056346
2024-09-01 02:00:00,7,2,0.5,0.08446805258528174,0.018217691923192142,0.0662503606620896
2024-09-01 02:00:00,8,2,0.5,0.08446805258528174,0.10136166310233809,-0.016893610517056346
2024-09-01 02:00:00,9,2,0.5,0.08446805258528174,0.0,0.08446805258528174
2024-09-01 02:00:00,10,3,0.2,0.06033432327520124,0.07240118793024149,-0.012066864655040248
2024-09-01 02:00:00,11,3,0.2,0.06033432327520124,0.07240118793024149,-0.012066864655040248
2024-09-01 02:00:00,12,3,0.2,0.06033432327520124,0.07240118793024149,-0.012066864655040248
2024-09-01 02:00:00,13,3,0.2,0.06033432327520124,0.07240118793024149,-0.012066864655040248
2024-09-01 02:00:00,14,3,0.2,0.06033432327520124,0.07240118793024149,-0.012066864655040248
2024-09-01 03:00:00,1,1,1.0,0.12592484676310228,0.0,0.12592484676310228
2024-09-01 03:00:00,3,1,1.0,0.12592484676310228,0.0,0.12592484676310228
2024-09-01 03:00:00,4,1,1.0,0.12592484676310228,0.0,0.12592484676310228
2024-09-01 03:00:00,5,1,1.0,0.12592484676310228,0.0,0.12592484676310228
2024-09-01 03:00:00,6,2,0.5,0.08013399339470145,0.09616079207364174,-0.016026798678940288
2024-09-01 03:00:00,7,2,0.5,0.08013399339470145,0.0,0.08013399339470145
2024-09-01 03:00:00,8,2,0.5,0.08013399339470145,0.09616079207364174,-0.016026798678940288
2024-09-01 03:00:00,9,2,0.5,0.08013399339470145,0.022390847626468306,0.057743145768233146
2024-09-01 03:00:00,10,3,0.2,0.05723856671050103,0.06868628005260123,-0.0114477133421002
2024-09-01 03:00:00,11,3,0.2,0.05723856671050103,0.06868628005260123,-0.0114477133421002
2024-09-01 03:00:00,12,3,0.2,0.05723856671050103,0.06868628005260123,-0.0114477133421002
2024-09-01 03:00:00,13,3,0.2,0.05723856671050103,0.06868628005260123,-0.0114477133421002
2024-09-01 03:00:00,14,3,0.2,0.05723856671050103,0.06868628005260123,-0.0114477133421002
2024-09-01 04:00:00,1,1,1.0,0.12086092965135033,0.0,0.12086092965135033
2024-09-01 04:00:00,3,1,1.0,0.12086092965135033,0.0,0.12086092965135033
2024-09-01 04:00:00,4,1,1.0,0.12086092965135033,0.0,0.12086092965135033
2024-09-01 04:00:00,5,1,1.0,0.12086092965135033,0.0,0.12086092965135033
2024-09-01 04:00:00,6,2,0.5,0.07691150068722294,0.09229380082466752,-0.015382300137444585
2024-09-01 04:00:00,7,2,0.5,0.07691150068722294,0.09229380082466752,-0.015382300137444585
2024-09-01 04:00:00,8,2,0.5,0.07691150068722294,0.0,0.07691150068722294
2024-09-01 04:00:00,9,2,0.5,0.07691150068722294,0.04660640596177838,0.030305094725444556
2024-09-01 04:00:00,10,3,0.2,0.05493678620515924,0.06592414344619109,-0.01098735724103185
2024-09-01 04:00:00,11,3,0.2,0.05493678620515924,0.06592414344619109,-0.01098735724103185
2024-09-01 04:00:00,12,3,0.2,0.05493678620515924,0.06592414344619109,-0.01098735724103185
2024-09-01 04:00:00,13,3,0.2,0.05493678620515924,0.06592414344619109,-0.01098735724103185
2024-09-01 04:00:00,14,3,0.2,0.05493678620515924,0.06592414344619109,-0.01098735724103185
2024-09-01 05:00:00,1,1,1.0,0.11730308416625795,0.0,0.11730308416625795
2024-09-01 05:00:00,3,1,1.0,0.11730308416625795,0.0,0.11730308416625795
2024-09-01 05:00:00,4,1,1.0,0.11730308416625795,0.0,0.11730308416625795
2024-09-01 05:00:00,5,1,1.0,0.11730308416625795,0.0,0.11730308416625795
2024-09-01 05:00:00,6,2,0.5,0.07464741719670961,0.003687868372819536,0.07095954882389008
2024-09-01 05:00:00,7,2,0.5,0.07464741719670961,0.08957690063605153,-0.014929483439341917
2024-09-01 05:00:00,8,2,0.5,0.07464741719670961,0.08957690063605153,-0.014929483439341917
2024-09-01 05:00:00,9,2,0.5,0.07464741719670961,0.0,0.07464741719670961
2024-09-01 05:00:00,10,3,0.2,0.05331958371193544,0.06398350045432252,-0.010663916742387085
2024-09-01 05:00:00,11,3,0.2,0.05331958371193544,0.06398350045432252,-0.010663916742387085
2024-09-01 05:00:00,12,3,0.2,0.05331958371193544,0.06398350045432252,-0.010663916742387085
2024-09-01 05:00:00,13,3,0.2,0.05331958371193544,0.06398350045432252,-0.010663916742387085
2024-09-01 05:00:00,14,3,0.2,0.05331958371193544,0.06398350045432252,-0.010663916742387085
2024-09-01 06:00:00,1,1,1.0,0.1183778267871359,0.0,0.1183778267871359
2024-09-01 06:00:00,3,1,1.0,0.1183778267871359,0.0,0.1183778267871359
2024-09-01 06:00:00,4,1,1.0,0.1183778267871359,0.0,0.1183778267871359
2024-09-01 06:00:00,5,1,1.0,0.1183778267871359,0.0,0.1183778267871359
2024-09-01 06:00:00,6,2,0.5,0.07533134431908649,0.09039761318290378,-0.01506626886381729
2024-09-01 06:00:00,7,2,0.5,0.07533134431908649,0.0,0.07533134431908649
2024-09-01 06:00:00,8,2,0.5,0.07533134431908649,0.05574564975486851,0.01958569456421798
2024-09-01 06:00:00,9,2,0.5,0.07533134431908649,0.0,0.07533134431908649
2024-09-01 06:00:00,10,3,0.2,0.05380810308506177,0.06456972370207413,-0.010761620617012357
2024-09-01 06:00:00,11,3,0.2,0.05380810308506177,0.06456972370207413,-0.010761620617012357
2024-09-01 06:00:00,12,3,0.2,0.05380810308506177,0.06456972370207413,-0.010761620617012357
2024-09-01 06:00:00,13,3,0.2,0.05380810308506177,0.06456972370207413,-0.010761620617012357
2024-09-01 06:00:00,14,3,0.2,0.05380810308506177,0.06456972370207413,-0.010761620617012357
2024-09-01 07:00:00,1,1,1.0,0.12529642769883706,0.0,0.12529642769883706
2024-09-01 07:00:00,3,1,1.0,0.12529642769883706,0.0,0.12529642769883706
2024-09-01 07:00:00,4,1,1.0,0.12529642769883706,0.0,0.12529642769883706
2024-09-01 07:00:00,5,1,1.0,0.12529642769883706,0.0,0.12529642769883706
2024-09-01 07:00:00,6,2,0.5,0.07973409035380541,0.09568090842456649,-0.01594681807076108
2024-09-01 07:00:00,7,2,0.5,0.07973409035380541,0.06223502422113392,0.017499066132671492
2024-09-01 07:00:00,8,2,0.5,0.07973409035380541,0.09568090842456649,-0.01594681807076108
2024-09-01 07:00:00,9,2,0.5,0.07973409035380541,0.0,0.07973409035380541
2024-09-01 07:00:00,10,3,0.2,0.05695292168128958,0.06834350601754749,-0.011390584336257913
2024-09-01 07:00:00,11,3,0.2,0.05695292168128958,0.06834350601754749,-0.011390584336257913
2024-09-01 07:00:00,12,3,0.2,0.05695292168128958,0.06834350601754749,-0.011390584336257913
2024-09-01 07:00:00,13,3,0.2,0.05695292168128958,0.06834350601754749,-0.011390584336257913
